post_id,user_id,text,created_at,topic,keyword,group,source_type
4730915450524642,1663072851,【#打虎拍蝇这招非洲兄弟也学会了#】南非约翰内斯堡大学中非研究中心主任孟大为在接受连线采访时表示， “苍蝇老虎一起打”的反腐政策使得中国的发展规划可以顺利达成其目的。这一经验正是非洲国家在谋求发展的进程中需要积极学习的。#中国日报全球连线# http://t.cn/A6icQj1r,2022-01-29 10:00:02,反腐,打虎拍蝇,state_media,state_media_df
4772576775115835,3675657612,"【AI智播｜一句阳光，叫醒耳朵！（2022年5月24日）】宁夏日报新媒体频道编发　第881期  2022年5月24日　星期二

　　1.　5月23日，自治区党委召开学习贯彻习近平总书记在庆祝中国共产主义青年团成立100周年大会上的重要讲话精神座谈会。自治区党委书记、人大常委会主任梁言顺出席会议并讲话。（以青春之我，创造青春之中国！）

　　2.　5月21日，银川市在对集中隔离人员例行核酸检测中发现1例新冠病毒检测初筛阳性人员后，临时管控4.9万人，首轮核酸检测结果均为阴性。（夯实四方责任，阻断疫情传播。）

　　3.　为进一步规范新冠肺炎疫情防控健康码管理，统一赋码标准，宁夏制定了《新冠肺炎疫情防控健康码赋码规则》。红黄码怎么赋？怎样才能转绿码？戳链接看详情（优化赋码程序，提升防疫效率。）

　　4.　5月22日以来，云南援沪医疗队、湖南援沪中医医疗队、海南省援沪医疗队、山东省援沪医疗队结束支援任务，离沪返程。据悉，此前江苏、湖北、安徽等地的核酸检测队员也已陆续返回。（共同守“沪”，感谢有你！）

　　5.　近日，国家开放大学终身教育平台（le.ouchn.cn）正式上线，面向社会免费开放。该平台汇聚国家开放大学自建学习资源、338所知名高校课程资源免费开放、10个头部平台的特色课程等共计50万门，致力于满足社会大众多元化、个性化学习需求。（打破知识垄断，提升全民素质。）

　　6.　第75届世界卫生大会在日内瓦召开。大会拒绝将个别国家提出的所谓“邀请台湾以观察员身份参加世卫大会”的提案纳入大会议程。（一个中国原则已成为国际社会普遍共识！）

　　7.　全球首艘10万吨级智慧渔业大型养殖工船“国信1号”在青岛交付运营，标志着我国深远海大型养殖工船产业实现了由0到1的进阶发展。（全球首艘，中国“智”造！）

　　8.　首次被发现！江西发布1.5万余件（套）新增珍贵文物名录，其中包含两枚明末清初画家八大山人的印章实物——“雪衲”和“傳綮”。这两枚印章实物是目前被发现的仅有的八大山人印章实物，被评定为国家一级文物。（小印章，大文物！）

　　9.　宁夏六盘山产业扶贫开发投融资集团有限责任公司原董事长宁少文、原总经理戴旭红涉嫌严重违纪违法，目前正接受固原市纪委监委纪律审查和监察调查。（反腐力度不降温，打虎拍蝇不放松！）

　　10.　备受关注的网络大V罗昌平侮辱英烈案宣判后，5月21日下午罗昌平委托代理人主动联系报社就法院判决其在《法治日报》等媒体上公开赔礼道歉等履行民事责任，5月23日出版的《法治日报》7版刊发了其致歉信全文。（英雄不容诋毁，法律不容挑衅！）

　　#微光心语# 我喜欢用干净的手段，抵达一个光明的理想。一个人活着，要使自己的幸福最大化，而且要让别人因为你的存在，幸福多一些。（田丽　编辑）",2022-05-24 09:07:16,反腐,打虎拍蝇,state_media,state_media_df
4848667057721562,3675657612,"【AI智播｜一句阳光，叫醒耳朵！（2022年12月20日）】1.日前，经中共中央批准，中央纪委国家监委对工业和信息化部原党组书记、部长肖亚庆严重违纪违法问题进行了立案审查调查。（打虎拍蝇，反腐永远在路上！）

2.12月19日24时，国内成品油价格连续第三次下调，也是本年度最后一次调价。全国平均来看：92号汽油下调0.38元；95号汽油下调0.40元；0号柴油下调0.39元。按一般家用汽车油箱50L容量估测，加满一箱92号汽油，将少花19元。（油价三连降！掐指一算，加一次油省下两碗拉面钱…）

3.今日，白鹤滩水电站16台百万千瓦水轮发电机组将全部投产发电，这标志着我国在长江之上全面建成世界最大清洁能源走廊。（历时13年铸造“大国重器”！让我们一起见证“白鹤起舞”）

4.12月19日起，南京市153家零售药店统一拆零销售，每个顾客限6粒，凭身份证购买，可以刷医保卡购买。（按需购买，避免浪费和过度用药，为这种做法点赞！）

5.一个月以来，我们共同见证一代人的耀眼绽放，也有一代人的告别散场。版画风打开卡塔尔世界杯，一起来看世界杯名场面特写。（永远年轻，永远热泪盈眶，四年后再见！）

6.就在明天，水星将迎东大距，这是水星在2022年的最后一次大距。天文科普专家表示，如果天气晴好，当天太阳落山后，大家可借助小型天文望远镜找到出现在西南方低空的水星。（水星在今年的最后一次“露脸”，约不约？）

7.2023年全国硕士研究生招生考试将于2022年12月24日至26日举行。12月18日，宁夏教育考试院发布考生疫情防控须知。（守得云开见月明，各位小伙伴，加油！）

8.参加2023年度国家公务员的考生，并且已完成报名确认并缴费的报考者，于2022年12月19日0:00至12月21日24:00期间，登录“中央机关及其直属机构2023年度考试录用公务员专题网站”进入“考生考务入口”栏目，对考试地点进行重新选择（确认）。（无论选择在哪里，都祝福每一位考生能够成功上岸！）

9.12月19日，宁夏多地网友拍到空中巨大发光不明飞行物，快来看看这是什么？（昨晚的朋友圈已被它刷屏！你看到了吗？）

10.宁夏将符合疫情治疗方案的药品和医疗服务项目纳入医保支付范围。（患者更有“医”靠！）

11.今日起，对进入银川市各级各类医疗机构(含基层医疗机构)门、急诊诊区的人员，不再查验核酸检测结果，不得以就诊患者无核酸检测阴性证明拒诊或推诿患者。（及时调整政策，方便看病就医。我们每个人都是自己健康的第一责任人）

12.宁夏将通过加大外采工作力度、申请国家调配调拨、加强自产保供等，拓宽供应渠道，全力做好医药防疫物资供应。目前，用于新冠病毒感染治疗的退烧、止咳、抗病毒、抗生素等“四类”药品，区内采购均有一定品种、数量在途中。（稳住不慌，一大波药品“在路上”！）

#微光心语#在顺境中感恩，在逆境中心存喜乐，认真活在当下便是最好。（刘楠　编辑）",2022-12-20 08:22:53,反腐,打虎拍蝇,state_media,state_media_df
4869302337668437,3675657612,"#早安宁夏# 【一句阳光，叫醒耳朵!大家早安[爱你]】#早安,新的一天# 宁夏日报新媒体频道编发　第1125期

2023年2月15日　星期三
1.乒乓球世界排名规则更新，国际乒联2023年第七期世界排名出炉，国乒仍旧拿下四项第一。（实力无法撼动！）

2.“中国复眼”二期开工，计划在重庆建设世界上探测距离最远的雷达。（名副其实的“千里眼”！）

3.2月15日晚，金星与海王星相合上演“结伴游”，这是一次非常难得的行星极近现象。（中西部地区可见！小伙伴们约吗？）
4.最新地图规范发布，其中规定，台湾省在地图上应当按省级行政单位表示，地图的图幅范围应当绘出钓鱼岛和赤尾屿。（收藏这份最新最标准的中国地图！）

5.自去年11月末前国足主帅李铁被调查开始，中国足坛掀起了一场整肃风波。从李铁到陈戌源，中国足坛已有四位重要人物被查。（打虎拍蝇不手软！）

6.日前，全国多地民政部门公布2022年度婚姻大数据。其中，各地初婚平均年龄基本接近30岁。（结婚无关年龄，幸福与否最重要。）
7.近日，湖北宜昌小伙王皝种蘑菇遭遇难题，发布短视频求助。第二天，在网友帮助下，他联系到了宜昌农科院专家；第三天，专家就来到了种植基地，找到问题所在。（《山海情》的真实剧情照进现实！）

8.兴庆万达广场计划6月30日投运，已引入PINKO、LULUlemon、chuu、麦当劳等首店落户。（开新店啦！你期待吗？）

9.吴忠市首例克隆高产奶牛诞生，是一头编号为“KL001”的一个月大的小牛犊，今后它将担负起吴忠市良种奶牛繁育的重任。（呼叫编号001，从你开始，宁夏会有更多本土奶牛宝宝！）

10.宁夏中考体育项目中，男子1000米、女子800米跑免试，以满分计入总成绩。（以确保学生生命安全为出发点，适时调整，支持！）

#微光心语#没有那么多的来日方长，凡事一定要趁早，不断成长，才是给自己最好的礼物。",2023-02-15 07:00:07,反腐,打虎拍蝇,state_media,state_media_df
4870399928043963,3675657612,"【AI智播｜一句阳光，叫醒耳朵！（2023年2月18日）】宁夏日报新媒体频道编发　第1128期  2023年2月18日　星期六
1.2月17日，历时两年多的“Mako机器人”正式在宁夏医科大学总医院“上岗”。宁医大总院院长、骨科首席专家金群华教授主刀，机器人手术专家北京积水潭医院矫形外科邵宏翊教授共同参与，利用Mako智慧关节机器人完成了4台人工关节置换手术。（科技助力，精准救治！）

2.中国公民持有效的中国护照因旅游、商务、探亲、过境等短期事由拟在马尔代夫停留不超过30天，免办签证。（来一场说走就走的旅行！）

3.2月16日晚11点，国际公认的大熊猫生态生物学研究奠基人胡锦矗去世，享年94岁。（保护国宝的国宝走了…）

4.学校推出限时特价早餐活动，每天7点前早餐半价。校方表示，推行7点前半价早餐计划，是为让师生更快适应开学生活，能早起学习锻炼。（叫醒我的不是闹钟，是半价早餐的诱惑…）

5.2月17日，赴土耳其开展国际救援的中国救援队完成任务平安回国。（欢迎英雄凯旋！）

6.2022下半年（12月）全国大学英语四六级考试成绩查询服务将于2月21日上午10时开通。（祝福各位考生，逢考必过！）

7.中国大唐集团新能源股份有限公司宁夏分公司原总经理邓少辉涉嫌严重违纪违法，目前正接受审查调查。（打虎拍蝇，反腐一刻不停！）

8.昏迷16天，经历三次开颅手术，经过两个多月康复，“拼命警察”陈洋于2月16日出院，返回宁夏银川。（令我们牵挂的民警终于回家了！）

9.2月17日夜间，全宁夏有微到小雪，阵风7～9级部分地区伴有沙尘天气。（风雪交加，赶紧穿好棉衣棉裤！）

10.2月15日，中国造血干细胞捐献者资料库第14674例、宁夏第100例造血干细胞志愿捐献者莫女士顺利完成捐献，挽救了一位国内血液病女患者的生命。（用爱为生命“续航”！）

#微光心语#即使慢，驰而不息，纵会落后，纵会失败，但一定可以达到他所向的目标。",2023-02-18 07:41:33,反腐,打虎拍蝇,state_media,state_media_df
4907002009225280,3675657612,"【AI智播｜一句阳光，叫醒耳朵！（2023年5月30日）】点击链接看视频👉http://t.cn/A6pL0pse
1.今天9时31分，神舟十六号载人飞船将发射升空！景海鹏、朱杨柱、桂海潮3名航天员将赴太空“出差”近半年。（纵横苍穹，揽月九天，让我们一起为中国航天加油！）

2.中国计划2030年前实现首次登月，已部署开展各项研制建设。（探索浩瀚太空永无止境！攀登科技高峰任重道远！）

3.陕西省人大常委会原副主任李金柱涉嫌严重违纪违法，目前正接受纪律审查和监察调查。（反腐没有休止符，打虎拍蝇在路上）

4.宁夏农垦乳业股份有限公司奶牛存栏量突破14万头，在全国牧业集团中排名第四。（宁夏奶牛的“摇篮”，优秀！）

5.福建近日下发通知，对县（市、区）特别优秀的党委常委，可直接提任同一层级党政正职。（不拘一格降人才）

6.5月29日，大熊猫“丫丫”乘坐包机平安抵达北京。因“丫丫”已进入老年需静养，现不对外展出。根据此前公布的安排，“丫丫”将和大熊猫“萌兰”作邻居。（有“三太子”作伴，“丫丫”一定超高兴~）

7.国家文物局日前发布通知，丰子恺、齐白石、徐悲鸿等41名近现代大师书画作品一律不准出境。（保护好每一件珍贵文物，是对历史负责，也是对未来负责！）

8.武汉大学近日向2020届因疫情原因，未能线下参加学位授予仪式的毕业生发出自愿参加毕业典礼的邀请。（跨越山海，欣然赴约！青春不散，归来仍是少年）

9.男子分享“熊猫虫”：黑眼圈大“眼睛”，以为是玩具没想到能动。专家科普：这是宽尾凤蝶幼虫，系国家二级保护物种。（涨姿势了~）

10.武汉一名00后在校大学生网购各种虫子，自导自演放进网购食品里，并找来十几个账号下单再找商家恶意索赔。目前，该大学生已被刑事拘留。（不走寻常路搞钱，后果很严重！）
#微光心语# 每一个人都拥有一颗脆弱的心，只是有人把它练成不锈钢的，一路生猛地开山架桥。（李卫东　编辑/视频制作）",2023-05-30 07:45:09,反腐,打虎拍蝇,state_media,state_media_df
4931312911385943,3919603060,"#学思想 强党性 重实践 建新功# 【弘扬清廉之风——二谈抓实以学正风】“廉者，政之本也。”习近平总书记在内蒙古考察时对开展主题教育提出明确要求，对“以学正风”作出深刻阐释，强调“要弘扬清廉之风”。

　　明方向、立规矩、正风气、强免疫，持续涵养求真务实、清正廉洁的新风正气，才能在新的赶考之路上考出好成绩。广大党员干部必须牢固树立正确的权力观、政绩观、事业观，着力破除特权思想和特权行为，筑牢思想防线，坚守法纪红线，永葆共产党人拒腐蚀、永不沾的政治本色。

　　弘扬清廉之风，重在守好清廉之心。从“打虎拍蝇”典型案例看，有的是因利益蒙蔽双眼，禁不住诱惑，最终沦为阶下囚；有的是温水煮青蛙，在拉拢腐蚀中，曾经的先进慢慢变成蛀虫；有的是家风不正、家教不严，腐化堕落，一步步走向腐败深渊……理想滑坡、信念动摇、内心失守，是很多人走向违纪违法的重要原因。广大党员干部要常修为政之德、常思贪欲之害、常怀律己之心，勤掸“思想尘”、多思“贪欲害”、常破“心中贼”，心有所戒、行有所止，不越底线、不踩红线，任何时候都稳得住心神、管得住行为、守得住清白。

　　弘扬清廉之风，贵在抓好清廉之治。以学正风，弘扬清廉之风，广大党员干部要自觉用习近平新时代中国特色社会主义思想改造主观世界，深刻领会这一重要思想关于坚定理想信念、提升思想境界、加强党性锻炼等一系列要求，增强纪律意识、规矩意识，始终保持共产党人的高尚品格和廉洁操守。按照“三不腐”要求健全相关制度、严格执纪，建好护栏，让党员干部因敬畏而“不敢”、因制度而“不能”、因觉悟而“不想”。充分发挥以党内监督为主导促进各类监督贯通协调工作机制作用，持续抓好煤炭资源领域违规违法问题常态化治理，更加有力地遏制腐败增量、清除腐败存量。（哈丽琴）",2023-08-05 09:48:00,反腐,打虎拍蝇,state_media,state_media_df
mcrPdfxETz,uDG0PLUDU,//@uDG0PLUDU：  //@uDG0PLUDU：  //@uDG0PLUDU：  //@uDG0PLUDU：  //@uDG0PLUDU：  //@uB5NFLT0N：  //@uDG0PLUDU：  : 尼玛：福建省莆田市仙游县//@ukn： 纪委书记吴国顺为什么不亲自查，转过来有屁用，就在那里没人鸟的，要有县委书记郑瑞锦的批示才有用...,2012-01-02 12:58:42,反腐,纪委,opinion_leader,opinion_leader_df
mrMziMutFg,uMLLWQJ35,请纪委的同志解答下[哈哈] //@u1CR2T0OF： 真是清廉好领导！ // @u3FT5DB55： :官员如是,2012-01-02 13:58:36,反腐,纪委,opinion_leader,opinion_leader_df
mtqonq7wUX,uJ2O0JTO5,//@uMLLWQJ35：  请纪委的同志解答下[哈哈] //@u1CR2T0OF： 真是清廉好领导！ // @u3FT5DB55： :官员如是,2012-01-02 14:21:20,反腐,纪委,opinion_leader,opinion_leader_df
mqUT2cXPad,uSIABRTVN,"//@ukn：  //@uTS2D5WND： 土地财政让宁乡跃上了全国县级百强,看看<<今日宁乡>>却常泛酸楚,食不果腹的乡邻常见,可见虎皮下的虚幻!但勿须讳言,宁乡却是官者福地,县太爷们鲜有未进市委班子的,数十年来从不见有""误""进牢囚,其关糸链牢不可断,据传某人曾被多名顾问告发,纪委亦邀喝茶,最后不降反升! //",2012-01-03 13:38:21,反腐,纪委,opinion_leader,opinion_leader_df
mA3aIpLbgR,uGL4N3QE2,2011年中国十大雷语:“我是纪委书记，我怕谁，打不死你”“戴避孕套不算强奸” “死那么多人怎么不死你们这些” “你信不信由你，我反正是信的”“我当书记的，就是希望你们喝西北风去”,2012-01-03 22:16:10,反腐,纪委,opinion_leader,opinion_leader_df
m2X8YF1JPy,uYC3CV2HI,就算欲作为人大代表，这不还没做嘛，咋就归中纪委查了呢？你是不是被人忽悠了呀？//@ukn：  刚才有博友私信本博。@uW0EWJJNZ： 发起人XX欲以此作为“政绩”，当选全国人大代表。,2012-01-04 02:08:59,反腐,纪委,opinion_leader,opinion_leader_df
mwQF80LsTT,u02LNDIAU,//@uMMSHFCTN： 中纪委管洗钱？几千万能劳动中纪委大驾？真没见过世面。截图留证， @u351UTZLP：  。此事如为谣言，请封微博天下的号。// @uII5YMQUI： : 这个 @ukn：  主编是 @uAHFFLS4Z：  吧？要是的话，一句都先别信，等更可靠消息。,2012-01-04 02:10:29,反腐,纪委,opinion_leader,opinion_leader_df
mdO31p6CN7,uCBTKGHU3,改骑驴了？说，多少个小时见分晓。多少天也才。中纪委人在哪里？负责任姓甚名谁。说不出来我抽死你丫的。//@uAHFFLS4Z：  骑着驴儿看唱本：走着瞧。//@ukn：  @uW0EWJJNZ： 的内幕一旦揭开，其轰动效应并不亚于#郭美美事件#,2012-01-04 03:01:09,反腐,纪委,opinion_leader,opinion_leader_df
mT51Tn0UmJ,uW0EHEJVA,完全同意。//@uQHCARU5T：  还有小偷，也是反腐英雄！//@uWWBBXBFQ：  建议撤销纪委、监察局、反贪局，成立二奶廉政工作局。,2012-01-05 02:54:37,反腐,纪委,opinion_leader,opinion_leader_df
mvIddXy46J,uVT4HP2MK,[A级召集令]寻好奇心强、逻辑较严密的志愿者，帮我梳理#免费午餐遭中纪委调查#这个蠢得死的谣言事件，髙潮细节多方反应，须详尽全面，图文并茂，约两万字。我写#免费午餐#一书要用。报酬是著名出版家@u0AGTV2QB： 和作者联合签名#藏地密码#一套。如不要书，我在北京@uKPKZZXJT： 陪吃工作餐一份。[可爱][可爱],2012-01-05 15:54:11,反腐,纪委,opinion_leader,opinion_leader_df
mAaBZd3KRx,u1CR2T0OF,这个只有@uAHFFLS4Z： @u3JHVQR02： @uLMITBRHD： 胜任！[怒] //@uVT4HP2MK： 昨晚还和 @uW0EBULPM：  在一起，他总结力超强，但这事极其天马行空，对方有神汉仙婆一般神通，能掐算中纪委之行动，恐怕只有极八卦精神和想像力的同学才能把握精准，写出其中之横生妙趣。// @ukn： :我觉得  @uW0EBULPM：   喜欢干这种总结。,2012-01-05 16:29:12,反腐,纪委,opinion_leader,opinion_leader_df
mTSt6K6Ebx,uS5WC1XRW,【广西区纪委对网传质监局官员生活腐化问题立案调查】 http://t.cn/S6agB6 网传广西区质量技术监督局巡视员段一中生活腐化问题后，广西区纪委高度重视，立即介入。经初步核实，广西区纪委决定对网传段一中生活腐化问题予以立案调查,2012-01-06 09:35:45,反腐,纪委,opinion_leader,opinion_leader_df
mSaCokHU51,uVGJCJJN5,网曝2012年第一起“官员艳照门”，称广西质量技术监督局干部段一中玩弄女性长达十年之久，并附上一男一女在宾馆内的不雅照，当事人段一中称，“照片是PS的，身体不是我的”。看这身子骨，穿衣服和脱衣服的确不一样！[偷笑] 目前广西纪委称已展开调查。,2012-01-06 12:10:29,反腐,纪委,opinion_leader,opinion_leader_df
mEmoOovQrM,u1CIXW5J5,#扬子快讯#中纪委今日称，正立案调查原铁道部长刘志军、原山东副省长黄胜等违法违纪案，浙江人大常委会原副主任张家盟等案已移送司法机关。新华网,2012-01-06 15:19:51,反腐,纪委,opinion_leader,opinion_leader_df
mL2u7RtJXI,uLMIPNMT5,新年开门红，官员艳照门。 广西新年爆出官员艳照门 纪委已展开调查 http://t.cn/S6jSZM  （分享自 @优酷网）,2012-01-06 17:35:22,反腐,纪委,opinion_leader,opinion_leader_df
mZmwdIX6ju,uJ2OUXI4Q,◆◆@uQZ0I1XHL： ： 中纪委：中共今年查处14万人，挽回损失84亿元。-----加油啊，中共！按这速度，得多少年才能查处完8千多万人啊！ 轉發(174)|評論(58),2012-01-07 12:27:06,反腐,纪委,opinion_leader,opinion_leader_df
mppGIDQgKO,uGL4MZDUI,发表了博文 《关于2011年纪检监察机关查办案件工作情况的通报》 -  关于2011年纪检监察机关查办案件工作情况的通报   来源： 监察部网站 中央纪委秘书长、新闻发言人 崔少鹏 同志们、朋友们：  http://t.cn/SXzzw6,2012-01-07 19:02:01,反腐,纪委,opinion_leader,opinion_leader_df
mcyEUPsDC4,uPKFYWEFC,#微视频#【广西“厅官艳照门”事件已立案调查】记者从广西纪委获悉，网传广西质量技术监督局巡视员段一中生活腐化问题后，广西纪委高度重视，立即介入，目前已经决定对网传段一中生活腐化问题予以立案调查。http://t.cn/SXZmll,2012-01-07 22:11:04,反腐,纪委,opinion_leader,opinion_leader_df
mQkLkCd2co,u351U1F2Y,【广西床照门厅官被立案调查 当事人否认称照片被PS】　　针对网上流传的厅官床照门事件，广西壮族自治区纪委日前发布消息称，经初步核实，广西区纪委决定对网传段一中生活腐化问题，予以立案调查。  　　1月2日前，http://t.cn/SXcfPU,2012-01-08 11:25:30,反腐,纪委,opinion_leader,opinion_leader_df
mqJgY5pzYf,uBK12H3ED,//@uFAHMF1P： // @uLMIPNMT5： : 纪委？人家可能也在买衣服呢。/ @uQHCVQ0KL： :惹众怒了！ //  @uFAJYRDD：  : 这个建议ok！[ok] //  @uCBTBCO3Z：  :建议中纪委监控整条广东道。,2012-01-08 17:08:07,反腐,纪委,opinion_leader,opinion_leader_df
4943728668313544,3514732862,"#全面深化清廉广西建设# 【《审麻袋》（第一部分）优秀舞台作品展播】广西优秀廉洁文化互动展示平台已于2023年7月正式上线，该平台由自治区党委宣传部、自治区纪委监委驻自治区党委宣传部纪检监察组主办，广西云数字媒体集团承办，旨在融合学习、分享、互动、传播等功能于一体，创新讲好“廉洁广西”文化故事，推动廉洁文化建设实起来、强起来。欢迎广大网友投递廉洁主题相关视频、照片、书画等原创作品，共同营造风清气正的良好氛围。投稿邮箱：gxljwhzp@163.com
今天，让我们一同欣赏客家山歌剧《审麻袋》（第一部分），该剧以载歌载舞、诙谐幽默的艺术形式讲述了乡村振兴第一线的生动故事，展现了第一书记和乡亲们发展农业、扶贫助农的一系列感人事情。 http://t.cn/A6Ox1mmD",2023-09-08 16:03:47,反腐,纪委,state_media,state_media_df
4944840045625806,3514732862,【严查“内鬼”！20天集中通报19人】9月11日上午，中央纪委国家监委网站又集中通报了4名“内鬼”被查的消息。自8月23日以来，中央纪委国家监委网站已多次集中通报，20天内至少已发布了19名纪监系统“内鬼”被查的消息，均为省管干部。（来源：中央纪委国家监委网站、中国新闻网）,2023-09-11 17:40:00,反腐,纪委,state_media,state_media_df
4945191184897070,3514732862,"#全面深化清廉广西建设# 【深夜院中惊现麻袋，是栽赃，还是另有隐情？看第一书记巧审麻袋】广西优秀廉洁文化互动展示平台已于2023年7月正式上线，该平台由自治区党委宣传部、自治区纪委监委驻自治区党委宣传部纪检监察组主办，广西云数字媒体集团承办，旨在融合学习、分享、互动、传播等功能于一体，创新讲好“廉洁广西”文化故事，推动廉洁文化建设实起来、强起来。欢迎广大网友投递廉洁主题相关视频、照片、书画等原创作品，共同营造风清气正的良好氛围。投稿邮箱：gxljwhzp@163.com
今天，让我们一同欣赏客家山歌剧《审麻袋》（第二部分），该剧以载歌载舞、诙谐幽默的艺术形式讲述了乡村振兴第一线的生动故事，展现了第一书记和乡亲们发展农业、扶贫助农的一系列感人事情。 http://t.cn/A6OaeKJW",2023-09-12 16:55:18,反腐,纪委,state_media,state_media_df
4945620436517310,1688864597,【#官方通报老河口城管街头踢踹商户#：解除两人聘用关系 纪委介入调查】9月13日，湖北老河口，有网友发视频称：多名城管与两名男子发生争执，一名男子被踹倒后遭到多名城管拳打脚踢。13日晚，光化街道办事处发布通报称，早上7时许，城管执法中心巡查人员在开展巡查过程中，发现商户何某某私自摆放地锥占用公共车位，当即进行政策宣传并要求移除，商户上前阻拦，双方发生冲突。在此过程中，两名城管队员出现执法不当行为。事发后，何某某被送往医院检查治疗无碍。目前，涉事人员已向何某某当面道歉并取得谅解，光化街道办事处已解除两人的聘用关系。同时，老河口市纪委已介入调查，对相关涉事人员将依法依纪严肃处理。@沸点视频 http://t.cn/A6OoMJTk,2023-09-13 21:21:00,反腐,纪委,state_media,state_media_df
4945814315336779,1688864597,"#2名踢踹商户城管被解聘# 【官方通报“湖北两名城管踢踹商户”：执法过程中产生冲突，已解除聘用关系】近日，湖北省襄樊市老河口市巴黎都市附近，多名城管与商户产生争执的视频引发关注。视频中身穿蓝色制服的两名城管与一男子发生推搡后，用脚将这名男子踹倒在地，并上前又踹了几脚。

9月13日晚，老河口市光化街道办事处发布情况通报称，9月13日7时许，老河口市光化街道办事处城管执法中心巡查人员在开展城管巡查过程中，发现商户何某某私自摆放地锥占用公共车位，当即进行政策宣传并要求移除，商户上前阻拦，双方发生冲突。在此过程中，两名城管队员出现执法不当行为。

事发后，何某某被送往医院检查治疗无碍。目前，涉事人员已向何某某当面道歉并取得谅解，光化街道办事处已解除两人的聘用关系。同时，老河口市纪委已介入调查，对相关涉事人员将依法依纪严肃处理。@大象新闻  http://t.cn/A6OodCkL",2023-09-14 10:11:24,反腐,纪委,state_media,state_media_df
mNfGgnNgo8,uMMSCQLT1,@ukn： ：政治的腐败，不是一个局部的病象，而是社会上每个细胞不健全的后果！@uEMB154BR： 2012年元旦B04版,2012-01-02 15:28:56,反腐,腐败,opinion_leader,opinion_leader_df
mHBeHrjMTn,uPKFYOY03,抗日战争中蒋介石干的蠢事也不少，如“以水代兵”扒黄河花园口大堤，没挡住日本鬼子却淹死大量老百姓，还造成很大的一片黄泛区，解放后花了很大力气治理它。但蒋介石的腐败、愚蠢和日本鬼子侵略是两回事，不可能以蒋介石的愚蠢来证明日本鬼子的侵略有理，这正是我们学历史要明确区分的事情。,2012-01-02 19:49:27,反腐,腐败,opinion_leader,opinion_leader_df
mhRqbIYT54,u02HXZUJK,腐败加污染，龙将不龙！//@uPVDOZJKU：  製作水平似乎退了,2012-01-03 09:41:51,反腐,腐败,opinion_leader,opinion_leader_df
m2rVFvvCcY,u1CRFSEWN,真他妈的腐败 //@ukn： 知道迪拜堵车时什么样子的吗！！！！[哈哈],2012-01-03 11:58:28,反腐,腐败,opinion_leader,opinion_leader_df
mvIdSbKXlD,u02HXZUJK,//@uPVDMQ2LP：  太机密了//@uI43KD4RX： // @uATZOY4Q3： : // @u0AGOFAKX： : // @uDGURVKN0： : ( ⊙ o ⊙ )是的// @ukn： : [酷]腐败和犯罪是国家的机密？[偷笑][哈哈][吐],2012-01-04 09:16:15,反腐,腐败,opinion_leader,opinion_leader_df
mVQIeHA3HA,uLUCGST3X,//@uQHC13ZU0：  老崔说说吧//@uKPKIID05：  [吐] 经适房，限价房都成了搞腐败的“门面房”！,2012-01-04 11:24:15,反腐,腐败,opinion_leader,opinion_leader_df
mc93Rj2eyL,uLUCGST3X,寡廉鲜耻//@uQHC13ZU0：  老崔说说吧//@uKPKIID05：  [吐] 经适房，限价房都成了搞腐败的“门面房”！,2012-01-04 11:24:32,反腐,腐败,opinion_leader,opinion_leader_df
m4YwXPjGQ0,uZNDFE3QO,"[怒骂]//@uDGUXSRM5：  //@uI43OWQAU：  构成<刑法>生产销售有毒有害食品罪.本罪不要求结果,属行为犯.第二,毒食品屡禁不绝,根源是""免检""!三,质检总局<CCC强制认证>就是官商勾结,腐败造假制度![话筒]//@uY02VZOYX：  @于建嵘/@薛蛮子/@韩寒/@宋祖德/@邓飞/@王功权/@赵晓/@孙海英?@迟夙生/@郝劲松",2012-01-04 11:42:18,反腐,腐败,opinion_leader,opinion_leader_df
mH449IXkpy,uK3R1XL5U,腐败和垄断,2012-01-04 14:59:09,反腐,腐败,opinion_leader,opinion_leader_df
mcrJsJ2FqC,uHJXBDE5G,【吴敬琏：什么导致贫富差距？】我认为有两项：第一，腐败；第二，垄断。这都和政府权力有关。我们的垄断，不是经济自由竞争的结果，而是行政权力造成的。中石化2009年盈利第一名，原CEO陈同海因受贿被捕，之后查出他每天花公款4万元用于个人享受。按原来的改革计划，不应这样。http://t.cn/SiQS9S,2012-01-04 18:36:29,反腐,腐败,opinion_leader,opinion_leader_df
mU5jhJ2zNW,uBIDXNTVP,踏踏实实搞腐败！现在这样好！/@uZQXXJZXC：  退回毛时代？//@ukn：  不知所云。,2012-01-05 16:27:42,反腐,腐败,opinion_leader,opinion_leader_df
m7K7zYp1v8,u3513SCHW,@夏骏：人们往往谴责“文化大革命”毁灭传统文化，殊不知毁灭传统文化的手段也是来自传统文化。什么抄家、酷刑、烧书、灭佛、毁洋教，哪一件不是古已有之？至于“万寿无疆”、“三忠于、四无限”等等更是中国才有的劣质文化。中国人应当共同努力，彻底改造这一片滋生专制腐败的黄土地。哈佛大学郭罗基,2012-01-05 21:34:25,反腐,腐败,opinion_leader,opinion_leader_df
